"method","omitted_year","quarters","gap","change_from_full"
"hp1600",1999,107,0.00927970155685419,0.00479879573687825
"hp1600",2000,107,0.00456182063799812,8.09148180221783e-05
"hp1600",2001,107,0.00738558717815168,0.00290468135817573
"hp1600",2002,107,0.00618236560562732,0.00170145978565138
"hp1600",2003,107,0.00514216214958723,0.000661256329611283
"hp1600",2004,107,0.0064460342926311,0.00196512847265516
"hp1600",2005,107,0.00860242230337846,0.00412151648340252
"hp1600",2006,107,0.00664624179354535,0.0021653359735694
"hp1600",2007,107,-0.00314568665583737,-0.00762659247581332
"hp1600",2008,107,-0.00108922050960671,-0.00557012632958266
"hp1600",2009,107,0.00346523394631761,-0.00101567187365834
"hp1600",2010,107,0.00378547519191204,-0.000695430628063903
"hp1600",2011,107,0.00504896936431859,0.000568063544342644
"hp1600",2012,107,0.00450724034757297,2.63345275970253e-05
"hp1600",2013,107,-0.00384883317419439,-0.00832973899417034
"hp1600",2014,107,0.00134690437956927,-0.00313400144040668
"hp1600",2015,107,0.00511897652046939,0.00063807070049344
"hp1600",2016,107,0.00477934033887506,0.000298434518899117
"hp1600",2017,107,0.00815007535674736,0.00366916953677142
"hp1600",2018,107,0.00425673726430641,-0.00022416855566954
"hp1600",2019,107,0.00698875624597426,0.00250785042599832
"hp1600",2020,107,0.060032506306911,0.0555516004869351
"hp1600",2021,107,-0.0223713384812272,-0.0268522443012031
"hp1600",2022,107,0.00915916682150659,0.00467826100153064
"hp1600",2023,107,0.00593592445807545,0.0014550186380995
"hp1600",2024,107,0.00494836817876976,0.000467462358793814
"hp1600",2025,107,0.00536969742870962,0.000888791608733679
"growth",1999,107,0.0379971102340114,0.00232938552945835
"growth",2000,107,0.0393549284723368,0.00368720376778374
"growth",2001,107,0.0383836110312001,0.00271588632664704
"growth",2002,107,0.0357688351430722,0.000101110438519091
"growth",2003,107,0.0378301080608413,0.00216238335628818
"growth",2004,107,0.0358178428375935,0.000150118133040403
"growth",2005,107,0.0354310394060913,-0.000236685298461825
"growth",2006,107,0.0369819416472596,0.0013142169427065
"growth",2007,107,0.033716702753246,-0.00195102195130707
"growth",2008,107,0.035983992518325,0.000316267813771899
"growth",2009,107,0.0414844092624296,0.00581668455787648
"growth",2010,107,0.0366635530299526,0.000995828325399475
"growth",2011,107,0.0399436659306763,0.00427594122612318
"growth",2012,107,0.0355187172455442,-0.0001490074590089
"growth",2013,107,0.0358988042857,0.000231079581146883
"growth",2014,107,0.0283638222173144,-0.00730390248723864
"growth",2015,107,0.0373354815794639,0.00166775687491078
"growth",2016,107,0.0361643989966393,0.000496674292086219
"growth",2017,107,0.0363864190486702,0.000718694344117164
"growth",2018,107,0.0368733890077003,0.00120566430314719
"growth",2019,107,0.0348388433203315,-0.000828881384221561
"growth",2020,107,0.124452289548645,0.0887845648440916
"growth",2021,107,-0.00679557283063997,-0.0424632975351931
"growth",2022,107,0.0337799149915989,-0.00188780971295422
"growth",2023,107,0.0376163907924588,0.00194866608790567
"growth",2024,107,0.0354104892830079,-0.000257235421545134
"growth",2025,107,0.0368233072259459,0.00115558252139279
"hamilton",1999,107,0.0104945638071892,0.00605306315132529
"hamilton",2000,107,0.00311436560127092,-0.00132713505459299
"hamilton",2001,107,0.00496003830555779,0.000518537649693875
"hamilton",2002,107,0.00342339376324768,-0.00101810689261624
"hamilton",2003,107,0.00538276961531273,0.000941268959448821
"hamilton",2004,107,0.00812198146390731,0.0036804808080434
"hamilton",2005,107,0.00679163443426833,0.00235013377840442
"hamilton",2006,107,0.00555193485992649,0.00111043420406258
"hamilton",2007,107,0.00321758391943714,-0.00122391673642677
"hamilton",2008,107,0.00739304951198593,0.00295154885612202
"hamilton",2009,107,-0.0208422280991462,-0.0252837287550101
"hamilton",2010,107,-0.0198434330345114,-0.0242849336903753
"hamilton",2011,107,0.00394022762614146,-0.000501273029722458
"hamilton",2012,107,0.00518399670299857,0.000742496047134653
"hamilton",2013,107,-0.00841765389660858,-0.0128591545524725
"hamilton",2014,107,0.00129173981378194,-0.00314976084208198
"hamilton",2015,107,0.00737683927587962,0.00293533862001571
"hamilton",2016,107,0.00535378750264676,0.000912286846782843
"hamilton",2017,107,0.00763033904495076,0.00318883838908684
"hamilton",2018,107,0.000136099962184029,-0.00430540069367988
"hamilton",2019,107,0.000483570353756836,-0.00395793030210708
"hamilton",2020,107,0.0607162323656896,0.0562747317098256
"hamilton",2021,107,0.004804428799005,0.000362928143141089
"hamilton",2022,107,0.00197201356914915,-0.00246948708671476
"hamilton",2023,107,0.0112636148586166,0.00682211420275268
"hamilton",2024,107,0.0112920285297143,0.00685052787385035
"hamilton",2025,107,0.0112717748506583,0.0068302741947944
